"","study",".id",".g",".g_se","condition_arm1","condition_arm2","country_origin","income","multi_arm1","multi_arm2","time_weeks","format","country","rob","db"
"1898","Beck, 2009","Beck_2009_precalcfromVA_CAPS_post_14.00_clinician_TF-CBT_Other_NA_NA",0.8473251337,0.3643520513,"TF-CBT","Other","USA","H",NA,NA,"14","Group","U.S.",0,"ptsd"
"1899","Bisson, 2020","Bisson_2020_dich_CAPS_post_9.00_NA_TF-Other_Waitlist_NA_NA",1.187325981,0.4792299548,"TF-Other","Waitlist","United Kingdom","H",NA,NA,"9","Individual","U.K.",1,"ptsd"
"1900","Blanchard, 2003","Blanchard_2003_precalcfromVA_CAPS_post_NA_clinician_TF-CBT_Waitlist_Trauma-focusedcognitivebehavioraltherapy(TF-CBT)A_Waitlist",1.144830711,0.3032453956,"TF-CBT","Waitlist","USA","H","Trauma-focused cognitive behavioral therapy (TF-CBT) A","Waitlist",NA,"Individual","U.S.",0,"ptsd"
"1901","Blanchard, 2003","Blanchard_2003_precalcfromVA_CAPS_post_NA_clinician_Othernon-trauma-focused_Waitlist_PTSDpsychotherapyB_Waitlist",0.5305930197,0.2855708635,"Other non-trauma-focused","Waitlist","USA","H","PTSD psychotherapy B","Waitlist",NA,"Individual","U.S.",0,"ptsd"
"1902","Bohus, 2013","Bohus_2013_precalcfromVA_CAPS_post_12.00_clinician_Mixedpsychotherapy_TAU_NA_NA",1.031780423,0.2585206727,"Mixed psychotherapy","TAU","Germany","H",NA,NA,"12","Mixed","Germany",1,"ptsd"
"1903","Bradshaw, 2014","Bradshaw_2014_precalcfromVA_CAPS_post_2.00_clinician_TF-Other_Waitlist_NA_NA",2.863615678,0.9500430729,"TF-Other","Waitlist","Canada","H",NA,NA,"2","Individual","Canada",0,"ptsd"
"1904","Brom, 1989","Brom_1989_precalcfromVA_IES_post_NA_self-report_ExposureTherapy_Waitlist_ExposuretherapyA_Waitlist",1.023806519,0.2927955681,"Exposure Therapy","Waitlist","Netherlands","H","Exposure therapy A","Waitlist",NA,"Individual","The Netherlands",0,"ptsd"
"1905","Brom, 1989","Brom_1989_precalcfromVA_IES_post_NA_self-report_Othernon-trauma-focused_Waitlist_PsychodynamicpsychotherapyC_Waitlist",0.8526380484,0.2918337717,"Other non-trauma-focused","Waitlist","Netherlands","H","Psychodynamic psychotherapy C","Waitlist",NA,"Individual","The Netherlands",0,"ptsd"
"1906","Bryant, 2019","Bryant_2019_precalcfromVA_CAPS_post_12.00_clinician_TF-CBT_Waitlist_Trauma-focusedcognitivebehavioraltherapy(TF-CBT)A_Waitlist",1.355,0.304,"TF-CBT","Waitlist","Australia","H","Trauma-focused cognitive behavioral therapy (TF-CBT) A","Waitlist","12","Individual","Australia",1,"ptsd"
"1907","Bryant, 2019","Bryant_2019_precalcfromVA_CAPS_post_12.00_clinician_TF-CBT_Waitlist_Trauma-focusedcognitivebehavioraltherapy(TF-CBT)B_Waitlist",1.407,0.301,"TF-CBT","Waitlist","Australia","H","Trauma-focused cognitive behavioral therapy (TF-CBT) B","Waitlist","12","Individual","Australia",1,"ptsd"
"1908","Buhmann, 2016","Buhmann_2016_precalcfromVA_HTQ_post_24.00_self-report_TF-CBT_Waitlist_NA_NA",-0.1620684319,0.2004930727,"TF-CBT","Waitlist","Denmark","H",NA,NA,"24","Individual","Denmark",0,"ptsd"
"1909","Butler, 2018","Butler_2018_precalcfromVA_PDS_post_6.00_self-report_Mixedpsychotherapy_Waitlist_NA_NA",-0.2952329847,0.5069668988,"Mixed psychotherapy","Waitlist","Germany","H",NA,NA,"6","Individual","Germany",0,"ptsd"
"1910","Carlson, 1998","Carlson_1998_precalcfromVA_IES_post_6.00_self-report_EMDR_TAU_NA_NA",0.1769355488,0.4290712268,"EMDR","TAU","USA","H",NA,NA,"6","Individual","U.S.",0,"ptsd"
"1911","Carlson, 1998","Carlson_1998_precalcfromVA_M-PTSD_post_6.00_self-report_EMDR_TAU_NA_NA",0.9078392135,0.4511900708,"EMDR","TAU","USA","H",NA,NA,"6","Individual","U.S.",0,"ptsd"
"1912","Carlson, 1998","Carlson_1998_precalcfromVA_PSS-SR_post_6.00_self-report_EMDR_TAU_NA_NA",1.282700422,0.4730088516,"EMDR","TAU","USA","H",NA,NA,"6","Individual","U.S.",0,"ptsd"
"1913","Chard, 2005","Chard_2005_precalcfromVA_CAPS_post_17.00_clinician_TF-CognitiveTherapy_Other_NA_NA",2.324088522,0.3511146645,"TF-Cognitive Therapy","Other","USA","H",NA,NA,"17","Mixed","U.S.",1,"ptsd"
"1914","Cloitre, 2002","Cloitre_2002_precalcfromVA_CAPS_post_12.00_clinician_Mixedpsychotherapy_Other_NA_NA",1.273461479,0.3246054475,"Mixed psychotherapy","Other","USA","H",NA,NA,"12","Individual","U.S.",1,"ptsd"
"1915","Duffy, 2007","Duffy_2007_precalcfromVA_PDS_post_12.00_self-report_TF-CognitiveTherapy_Waitlist_NA_NA",0.8752428113,0.2752285053,"TF-Cognitive Therapy","Waitlist","United Kingdom","H",NA,NA,"12","Individual","U.K.",1,"ptsd"
"1916","Dunne, 2012","Dunne_2012_precalcfromVA_PDS_post_10.00_self-report_TF-CBT_Waitlist_NA_NA",0.9205595209,0.4308190223,"TF-CBT","Waitlist","Australia","H",NA,NA,"10","Individual","Australia",0,"ptsd"
"1917","Efendi, 2020","Efendi_2020_dich_CAPS_post_6.00_NA_TF-CBT_Waitlist_NA_NA",1.973787971,0.3385298715,"TF-CBT","Waitlist","Indonesia","LM",NA,NA,"6","Individual","Indonesia",0,"ptsd"
"1918","Ehlers, 2003","Ehlers_2003_precalcfromVA_CAPS_post_NA_clinician_TF-CognitiveTherapy_Other_NA_NA",1.124011849,0.2908100796,"TF-Cognitive Therapy","Other","United Kingdom","H",NA,NA,NA,"Individual","U.K.",1,"ptsd"
"1919","Ehlers, 2005","Ehlers_2005_precalcfromVA_PDS_post_13.00_self-report_TF-CognitiveTherapy_Waitlist_NA_NA",2.187761471,0.4832513753,"TF-Cognitive Therapy","Waitlist","United Kingdom","H",NA,NA,"13","Individual","U.K.",0,"ptsd"
"1920","Ehlers, 2014","Ehlers_2014_precalcfromVA_CAPS_post_1.00_clinician_TF-CognitiveTherapy_Waitlist_CognitiveTherapyforPTSD(CT-PTSD)A_Waitlist",1.351510581,0.286864733,"TF-Cognitive Therapy","Waitlist","United Kingdom","H","Cognitive Therapy for PTSD (CT-PTSD) A","Waitlist","1","Individual","U.K.",0,"ptsd"
"1921","Ehlers, 2014","Ehlers_2014_precalcfromVA_CAPS_post_12.00_clinician_TF-CognitiveTherapy_Waitlist_CognitiveTherapyforPTSD(CT-PTSD)B_Waitlist",1.509656693,0.2911331205,"TF-Cognitive Therapy","Waitlist","United Kingdom","H","Cognitive Therapy for PTSD (CT-PTSD) B","Waitlist","12","Individual","U.K.",0,"ptsd"
"1922","Ehlers, 2014","Ehlers_2014_precalcfromVA_CAPS_post_12.00_clinician_Othernon-trauma-focused_Waitlist_SupportivecounselingC_Waitlist",0.6410757381,0.2649192403,"Other non-trauma-focused","Waitlist","United Kingdom","H","Supportive counseling C","Waitlist","12","Individual","U.K.",0,"ptsd"
"1923","ElBarazi, 2022","ElBarazi_2022_precalcfromVA_CAPS_post_12.00_clinician_TF-CognitiveTherapy_Other_NA_NA",3.924519477,0.365628319,"TF-Cognitive Therapy","Other","Egypt","LM",NA,NA,"12","Individual","Egypt",1,"ptsd"
"1924","Engel, 2015","Engel_2015_precalcfromVA_PCL_post_6.00_self-report_Othernon-trauma-focused_TAU_NA_NA",-0.1312268592,0.2629031115,"Other non-trauma-focused","TAU","USA","H",NA,NA,"6","Guided Self-Help","U.S.",1,"ptsd"
"1925","Falsetti, 2008","Falsetti_2008_precalcfromVA_MPSS_post_12.00_self-report_ExposureTherapy_Other_NA_NA",0.8385896141,0.3533183482,"Exposure Therapy","Other","USA","H",NA,NA,"12","Individual","U.S.",0,"ptsd"
"1926","Fecteau, 1999","Fecteau_1999_precalcfromVA_CAPS_post_4.00_clinician_TF-CBT_Waitlist_NA_NA",1.282895865,0.4948293833,"TF-CBT","Waitlist","Canada","H",NA,NA,"4","Individual","Canada",0,"ptsd"
"1927","Foa, 1991","Foa_1991_precalcfromVA_PSS-I_post_4.50_clinician_CBTwithouttraumafocus_Waitlist_StressInoculationTraining(SIT)A_Waitlist",1.476149232,0.4691750602,"CBT without trauma focus","Waitlist","USA","H","Stress Inoculation Training (SIT) A","Waitlist","4.5","Individual","U.S.",0,"ptsd"
"1928","Foa, 1991","Foa_1991_precalcfromVA_PSS-I_post_4.50_clinician_PE_Waitlist_ProlongedExposure(PE)B_Waitlist",0.4203405718,0.4525654663,"PE","Waitlist","USA","H","Prolonged Exposure (PE) B","Waitlist","4.5","Individual","U.S.",0,"ptsd"
"1929","Foa, 1991","Foa_1991_precalcfromVA_PSS-I_post_4.50_clinician_Othernon-trauma-focused_Waitlist_SupportivecounselingC_Waitlist",0.1892160343,0.4379886453,"Other non-trauma-focused","Waitlist","USA","H","Supportive counseling C","Waitlist","4.5","Individual","U.S.",0,"ptsd"
"1930","Foa, 1999","Foa_1999_precalcfromVA_PSS-I_post_5.00_clinician_PE_Waitlist_ProlongedExposure(PE)A_Waitlist",1.914687239,0.400589049,"PE","Waitlist","USA","H","Prolonged Exposure (PE) A","Waitlist","5","Individual","U.S.",1,"ptsd"
"1931","Foa, 1999","Foa_1999_precalcfromVA_PSS-I_post_5.00_clinician_CBTwithouttraumafocus_Waitlist_StressInoculationTraining(SIT)B_Waitlist",1.566846797,0.3964459262,"CBT without trauma focus","Waitlist","USA","H","Stress Inoculation Training (SIT) B","Waitlist","5","Individual","U.S.",1,"ptsd"
"1932","Foa, 1999","Foa_1999_precalcfromVA_PSS-I_post_5.00_clinician_Mixedpsychotherapy_Waitlist_ProlongedExposure(PE)+StressInoculationTraining(SIT)C_Waitlist",1.453236623,0.3767403924,"Mixed psychotherapy","Waitlist","USA","H","Prolonged Exposure (PE) + Stress Inoculation Training (SIT) C","Waitlist","5","Individual","U.S.",1,"ptsd"
"1933","Foa, 2005","Foa_2005_precalcfromVA_PSS-I_post_NA_clinician_TF-CBT_Waitlist_Trauma-focusedcognitivebehavioraltherapy(TF-CBT)A_Waitlist",0.8014605615,0.2350246892,"TF-CBT","Waitlist","USA","H","Trauma-focused cognitive behavioral therapy (TF-CBT) A","Waitlist",NA,"Individual","U.S.",0,"ptsd"
"1934","Foa, 2005","Foa_2005_precalcfromVA_PSS-I_post_NA_clinician_PE_Waitlist_ProlongedExposure(PE)B_Waitlist",0.6556401156,0.2306446417,"PE","Waitlist","USA","H","Prolonged Exposure (PE) B","Waitlist",NA,"Individual","U.S.",0,"ptsd"
"1935","Foa, 2018","Foa_2018_precalcfromVA_PSS-I_post_2.00_clinician_PE_Other_NA_NA",0.6934826369,0.1938596722,"PE","Other","USA","H",NA,NA,"2","Individual","U.S.",1,"ptsd"
"1936","Fonzo, 2017","Fonzo_2017_precalcfromVA_CAPS_post_NA_clinician_PE_Waitlist_NA_NA",1.584317609,0.3222499253,"PE","Waitlist","USA","H",NA,NA,NA,"Individual","U.S.",0,"ptsd"
"1937","Franklin, 2017","Franklin_2017_precalcfromVA_CAPS_post_12.00_clinician_PE_TAU_ProlongedExposure(PE)A_Treatmentasusual(TAU)",1.221458446,0.753412345,"PE","TAU","USA","H","Prolonged Exposure (PE) A","Treatment as usual (TAU)","12","Individual","U.S.",0,"ptsd"
"1938","Franklin, 2017","Franklin_2017_precalcfromVA_CAPS_post_12.00_clinician_PE_TAU_ProlongedExposure(PE)B_Treatmentasusual(TAU)",0.6111042716,0.7064548695,"PE","TAU","USA","H","Prolonged Exposure (PE) B","Treatment as usual (TAU)","12","Individual","U.S.",0,"ptsd"
"1939","Gersons, 2000","Gersons_2000_dich_DSM-III-R_post_16.00_NA_TF-Other_Waitlist_NA_NA",1.245529211,0.4774648293,"TF-Other","Waitlist","Netherlands","H",NA,NA,"16","Individual","The Netherlands",1,"ptsd"
"1940","Gray, 2019a","Gray_2019a_precalcfromVA_PSS-I_post_2.00_clinician_TF-Other_Waitlist_NA_NA",2.129572316,0.2921425491,"TF-Other","Waitlist","USA","H",NA,NA,"2","Individual","U.S.",1,"ptsd"
"1941","Hinton, 2009","Hinton_2009_precalcfromVA_CAPS_post_12.00_clinician_CBTwithouttraumafocus_Waitlist_NA_NA",1.911293816,0.4983020182,"CBT without trauma focus","Waitlist","USA","H",NA,NA,"12","Group","U.S.",1,"ptsd"
"1942","Hogberg, 2007","Hogberg_2007_precalcfromVA_IES_post_8.00_self-report_EMDR_Waitlist_NA_NA",0.6133052369,0.4518430059,"EMDR","Waitlist","Sweden","H",NA,NA,"8","Individual","Sweden",0,"ptsd"
"1943","Hollifield, 2007","Hollifield_2007_precalcfromVA_PSS-SR_post_12.00_self-report_TF-CBT_Waitlist_NA_NA",0.6782728155,0.2941350412,"TF-CBT","Waitlist","USA","H",NA,NA,"12","Individual","U.S.",0,"ptsd"
"1944","Ivarsson, 2014","Ivarsson_2014_precalcfromVA_PDS_post_8.00_self-report_Othernon-trauma-focused_Other_NA_NA",0.7249354015,0.2814001172,"TF-CBT","Other","Sweden","H",NA,NA,"8","Guided Self-Help","Sweden",0,"ptsd"
"1945","Jacob, 2014","Jacob_2014_precalcfromVA_CAPS_post_8.00_clinician_Mixedpsychotherapy_Waitlist_NA_NA",0.2516313311,0.2350485802,"Mixed psychotherapy","Waitlist","Rwanda","L",NA,NA,"8","Individual","Rwanda",1,"ptsd"
"1946","Jain, 2020","Jain_2020_precalcfromVA_PCL_post_NA_self-report_Othernon-trauma-focused_TAU_NA_NA",0.3168469691,0.4029931537,"Other non-trauma-focused","TAU","USA","H",NA,NA,NA,"Individual","U.S.",0,"ptsd"
"1947","Jarero, 2019","Jarero_2019_precalcfromVA_PCL_post_NA_self-report_EMDR_Waitlist_NA_NA",5.025695742,0.5317162832,"EMDR","Waitlist","Mexico","UM",NA,NA,NA,"Individual","Mexico",0,"ptsd"
"1948","Jensen, 1994","Jensen_1994_precalcfromVA_SI-PTSD_post_1.43_clinician_EMDR_TAU_NA_NA",0.9710020023,0.4247598391,"EMDR","TAU","USA","H",NA,NA,"1.43","Individual","U.S.",0,"ptsd"
"1949","Johnson, 2011","Johnson_2011_precalcfromVA_CAPS_post_8.00_clinician_CBTwithouttraumafocus_TAU_NA_NA",0.7107167177,0.250247555,"CBT without trauma focus","TAU","USA","H",NA,NA,"8","Individual","U.S.",1,"ptsd"
"1950","Karatzias, 2019","Karatzias_2019_precalcfromVA_PCL_post_NA_self-report_EMDR_TAU_NA_NA",0.4007934639,0.4045885568,"EMDR","TAU","United Kingdom","H",NA,NA,NA,"Individual","U.K.",0,"ptsd"
"1951","Keane, 1989","Keane_1989_precalcfromVA_MMPI_post_NA_self-report_ExposureTherapy_Waitlist_NA_NA",0.2225874521,0.411022388,"Exposure Therapy","Waitlist","USA","H",NA,NA,NA,"Individual","U.S.",0,"ptsd"
"1952","Kent, 2011","Kent_2011_precalcfromVA_PDS_post_12.00_self-report_Othernon-trauma-focused_Waitlist_NA_NA",1.232206161,0.3505950622,"Other non-trauma-focused","Waitlist","USA","H",NA,NA,"12","Group","U.S.",0,"ptsd"
"1953","Kip, 2013","Kip_2013_precalcfromVA_PCL_post_2.00_self-report_TF-Other_Other_NA_NA",1.245,0.291,"TF-Other","Other","USA","H",NA,NA,"2","Individual","U.S.",0,"ptsd"
"1954","Knaevelsrud, 2015","Knaevelsrud_2015_precalcfromVA_PDS_post_5.00_self-report_Othernon-trauma-focused_Waitlist_NA_NA",0.916533384,0.1668091834,"TF-CBT","Waitlist","Iraq","UM",NA,NA,"5","Guided Self-Help","Germany, Iraq",0,"ptsd"
"1955","Knaevelsrud, 2017","Knaevelsrud_2017_precalcfromVA_PDS_post_6.00_self-report_Othernon-trauma-focused_Waitlist_NA_NA",0.4326700101,0.2196336693,"TF-CBT","Waitlist","Germany","H",NA,NA,"6","Guided Self-Help","Germany",0,"ptsd"
"1956","Koch, 2020","Koch_2020_precalcfromVA_PCL_post_14.00_self-report_Othernon-trauma-focused_Waitlist_NA_NA",0.5203289768,0.3438297379,"Other non-trauma-focused","Waitlist","Germany","H",NA,NA,"14","Group","Germany",0,"ptsd"
"1957","Koochaki, 2018","Koochaki_2018_precalcfromVA_PSS_post_NA_self-report_CBTwithouttraumafocus_TAU_NA_NA",0.5868019283,0.2271940923,"CBT without trauma focus","TAU","Iran","UM",NA,NA,NA,"Group","Iran",0,"ptsd"
"1958","Krakow, 2000","Krakow_2000_precalcfromVA_PSS_post_6.00_self-report_TF-CBT_Waitlist_NA_NA",0.9179317542,0.2353733209,"TF-CBT","Waitlist","USA","H",NA,NA,"6","Individual","U.S.",0,"ptsd"
"1959","Krupnick, 2008","Krupnick_2008_precalcfromVA_CAPS_post_NA_clinician_Othernon-trauma-focused_Waitlist_NA_NA",1.143,0.47,"Other non-trauma-focused","Waitlist","USA","H",NA,NA,NA,"Group","U.S.",0,"ptsd"
"1960","Krupnick, 2017","Krupnick_2017_precalcfromVA_PCL_post_NA_self-report_Othernon-trauma-focused_TAU_NA_NA",0.7857142857,0.5185617128,"Other non-trauma-focused","TAU","USA","H",NA,NA,NA,"Guided Self-Help","U.S.",0,"ptsd"
"1961","Kubany, 2004","Kubany_2004_precalcfromVA_CAPS_post_NA_clinician_TF-CBT_Waitlist_NA_NA",1.451810051,0.2013381146,"TF-CBT","Waitlist","USA","H",NA,NA,NA,"Individual","U.S.",0,"ptsd"
"1962","Latif, 2021","Latif_2021_precalcfromVA_IES_post_12.00_self-report_TF-CBT_Waitlist_NA_NA",1.835433781,0.3387800236,"TF-CBT","Waitlist","Pakistan","LM",NA,NA,"12","Individual","Pakistan",0,"ptsd"
"1963","Lehavot, 2021","Lehavot_2021_precalcfromVA_PCL_post_8.00_self-report_Othernon-trauma-focused_Other_NA_NA",0.2996608602,0.2111657672,"TF-CBT","Other","USA","H",NA,NA,"8","Guided Self-Help","U.S.",0,"ptsd"
"1964","Lewis, 2017","Lewis_2017_precalcfromVA_CAPS_post_8.00_clinician_Othernon-trauma-focused_Waitlist_NA_NA",1.841745394,0.4257551566,"TF-CBT","Waitlist","United Kingdom","H",NA,NA,"8","Guided Self-Help","U.K.",1,"ptsd"
"1965","Lindauer, 2005","Lindauer_2005_dich_SI-PTSD_post_16.00_NA_TF-Other_Waitlist_NA_NA",0.2719214467,0.5634474617,"TF-Other","Waitlist","Netherlands","H",NA,NA,"16","Individual","The Netherlands",0,"ptsd"
"1966","Maguen, 2017","Maguen_2017_precalcfromVA_PCL_post_NA_self-report_TF-CBT_Waitlist_NA_NA",0.8387599845,0.3817317012,"TF-CBT","Waitlist","USA","H",NA,NA,NA,"Individual","U.S.",0,"ptsd"
"1967","Margolies, 2013","Margolies_2013_precalcfromVA_PSS-SR_post_6.00_self-report_Mixedpsychotherapy_Waitlist_NA_NA",0.6624745584,0.3983003394,"Mixed psychotherapy","Waitlist","USA","H",NA,NA,"6","Individual","U.S.",0,"ptsd"
"1968","McDonagh, 2005","McDonagh_2005_precalcfromVA_CAPS_post_NA_clinician_TF-CBT_Waitlist_Trauma-focusedcognitivebehavioraltherapy(TF-CBT)A_Waitlist",0.4917955643,0.2834755032,"TF-CBT","Waitlist","USA","H","Trauma-focused cognitive behavioral therapy (TF-CBT) A","Waitlist",NA,"Individual","U.S.",0,"ptsd"
"1969","McDonagh, 2005","McDonagh_2005_precalcfromVA_CAPS_post_NA_clinician_Othernon-trauma-focused_Waitlist_Present-CenteredTherapy(PCT)B_Waitlist",0.8751513082,0.3126488946,"Other non-trauma-focused","Waitlist","USA","H","Present-Centered Therapy (PCT) B","Waitlist",NA,"Individual","U.S.",0,"ptsd"
"1970","McGeary, 2022","McGeary_2022_precalcfromVA_PCL_post_8.00_self-report_CBTwithouttraumafocus_TAU_Cognitivebehavioraltherapyforheadache(CBTH)A_Treatmentasusual(TAU)",0.2775818375,0.2272029532,"CBT without trauma focus","TAU","USA","H","Cognitive behavioral therapy for headache (CBTH) A","Treatment as usual (TAU)","8","Individual","U.S.",0,"ptsd"
"1971","McGeary, 2022","McGeary_2022_precalcfromVA_PCL_post_6.00_self-report_TF-CognitiveTherapy_TAU_CognitiveProcessingTherapy(CPT)B_Treatmentasusual(TAU)",0.6236581014,0.2590587361,"TF-Cognitive Therapy","TAU","USA","H","Cognitive Processing Therapy (CPT) B","Treatment as usual (TAU)","6","Individual","U.S.",0,"ptsd"
"1972","McLay, 2011","McLay_2011_precalcfromVA_CAPS_post_10.00_clinician_ExposureTherapy_TAU_NA_NA",0.6516267447,0.4726070059,"Exposure Therapy","TAU","USA","H",NA,NA,"10","Individual","U.S.",0,"ptsd"
"1973","Miyahira, 2012","Miyahira_2012_precalcfromVA_CAPS_post_5.00_clinician_ExposureTherapy_Other_NA_NA",0.4822165966,0.4347914781,"Exposure Therapy","Other","USA","H",NA,NA,"5","Individual","U.S.",0,"ptsd"
"1974","Monson, 2006","Monson_2006_dich_CAPS_post_6.00_NA_TF-CognitiveTherapy_Waitlist_NA_NA",1.61173581,0.5972120331,"TF-Cognitive Therapy","Waitlist","USA","H",NA,NA,"6","Individual","U.S.",1,"ptsd"
"1975","Monson, 2012a","Monson_2012a_precalcfromVA_CAPS_post_12.00_clinician_TF-CBT_Waitlist_NA_NA",1.207453696,0.3700636426,"TF-CBT","Waitlist","USA","H",NA,NA,"12","Couple","U.S., Canada",1,"ptsd"
"1976","Morath, 2014","Morath_2014_precalcfromVA_CAPS_post_12.00_clinician_NET_Waitlist_NA_NA",0.6830019425,0.3533315574,"NET","Waitlist","Germany","H",NA,NA,"12","Individual","Germany",0,"ptsd"
"1977","Mueser, 2008","Mueser_2008_precalcfromVA_CAPS_post_NA_clinician_TF-CBT_TAU_NA_NA",0.4441473955,0.1948419952,"TF-CBT","TAU","USA","H",NA,NA,NA,"Individual","U.S.",1,"ptsd"
"1978","Neuner, 2010","Neuner_2010_precalcfromVA_PDS_post_NA_self-report_NET_TAU_NA_NA",1.024026042,0.3903718299,"NET","TAU","Germany","H",NA,NA,NA,"Individual","Germany",1,"ptsd"
"1979","Power, 2002","Power_2002_precalcfromVA_SI-PTSD_post_10.00_clinician_EMDR_Waitlist_EyeMovementDesensitizationandReprocessing(EMDR)A_Waitlist",1.692863156,0.328153164,"EMDR","Waitlist","United Kingdom","H","Eye Movement Desensitization and Reprocessing (EMDR) A","Waitlist","10","Individual","U.K.",0,"ptsd"
"1980","Power, 2002","Power_2002_precalcfromVA_SI-PTSD_post_10.00_clinician_TF-CBT_Waitlist_Trauma-focusedcognitivebehavioraltherapy(TF-CBT)B_Waitlist",1.135319492,0.3226816386,"TF-CBT","Waitlist","United Kingdom","H","Trauma-focused cognitive behavioral therapy (TF-CBT) B","Waitlist","10","Individual","U.K.",0,"ptsd"
"1981","Raabe, 2022","Raabe_2022_precalcfromVA_CAPS_post_8.00_clinician_Othernon-trauma-focused_Waitlist_SkillsTraininginAffectandInterpersonalRegulation(STAIR)A_Waitlist",-0.01545723653,0.3203666198,"Other non-trauma-focused","Waitlist","Netherlands","H","Skills Training in Affect and Interpersonal Regulation (STAIR) A","Waitlist","8","Individual","The Netherlands",0,"ptsd"
"1982","Raabe, 2022","Raabe_2022_precalcfromVA_PDS_post_8.00_self-report_Othernon-trauma-focused_Waitlist_SkillsTraininginAffectandInterpersonalRegulation(STAIR)A_Waitlist",-0.108031301,0.3246896554,"Other non-trauma-focused","Waitlist","Netherlands","H","Skills Training in Affect and Interpersonal Regulation (STAIR) A","Waitlist","8","Individual","The Netherlands",0,"ptsd"
"1983","Raabe, 2022","Raabe_2022_precalcfromVA_CAPS_post_8.00_clinician_TF-Other_Waitlist_ImageryrescriptingB_Waitlist",0.6310950621,0.3382983485,"TF-CBT","Waitlist","Netherlands","H","Imagery rescripting B","Waitlist","8","Individual","The Netherlands",0,"ptsd"
"1984","Raabe, 2022","Raabe_2022_precalcfromVA_PDS_post_8.00_self-report_TF-Other_Waitlist_ImageryrescriptingB_Waitlist",0.6721376548,0.3435376644,"TF-CBT","Waitlist","Netherlands","H","Imagery rescripting B","Waitlist","8","Individual","The Netherlands",0,"ptsd"
"1985","Reger, 2016","Reger_2016_precalcfromVA_CAPS_post_5.00_clinician_ExposureTherapy_Waitlist_VirtualRealityExposureTherapy(VRET)A_Waitlist",0.3933116198,0.2358705165,"Exposure Therapy","Waitlist","USA","H","Virtual Reality Exposure Therapy (VRET) A","Waitlist","5","Individual","U.S.",0,"ptsd"
"1986","Reger, 2016","Reger_2016_precalcfromVA_CAPS_post_5.00_clinician_PE_Waitlist_ProlongedExposure(PE)B_Waitlist",0.8274148366,0.238632659,"PE","Waitlist","USA","H","Prolonged Exposure (PE) B","Waitlist","5","Individual","U.S.",0,"ptsd"
"1987","Resick, 2002","Resick_2002_precalcfromVA_CAPS_post_6.00_clinician_TF-CognitiveTherapy_Other_CognitiveProcessingTherapy(CPT)A_Minimalattention",1.132648996,0.2082643327,"TF-Cognitive Therapy","Other","USA","H","Cognitive Processing Therapy (CPT) A","Minimal attention","6","Individual","U.S.",0,"ptsd"
"1988","Resick, 2002","Resick_2002_precalcfromVA_CAPS_post_6.00_clinician_PE_Other_ProlongedExposure(PE)B_Minimalattention",0.8617816038,0.2021403938,"PE","Other","USA","H","Prolonged Exposure (PE) B","Minimal attention","6","Individual","U.S.",0,"ptsd"
"1989","Rothbaum, 1997","Rothbaum_1997_precalcfromVA_PSS-I_post_4.00_clinician_EMDR_Waitlist_NA_NA",2.660224282,0.6646253025,"EMDR","Waitlist","USA","H",NA,NA,"4","Individual","U.S.",0,"ptsd"
"1990","Rothbaum, 2005","Rothbaum_2005_dich_CAPS_post_NA_NA_EMDR_Waitlist_EyeMovementDesensitizationandReprocessing(EMDR)A_Waitlist",1.780988971,0.4999255808,"EMDR","Waitlist","USA","H","Eye Movement Desensitization and Reprocessing (EMDR) A","Waitlist",NA,"Individual","U.S.",0,"ptsd"
